CODE,LOCATION,TYPE,RATING (MAX = 5),Address,Description,Long Description,Tags_Creation_Description,Ticket Info,image_path,open_time,close_time,coordinate,tags
,The Rice De Tham Hotel,,4.4,"195 De Tham, Pham Ngu Lao Ward","The Rice De Tham Hotel located at 195 De Tham, Pham Ngu Lao Ward",The Rice De Tham Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 7 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Comfy Double Bed/Fresh Linen - Aircon/Hot Shower' with 1 queen bed. ,,~₫425000/night (approx. $17),https://ak-d.tripcdn.com/images/1z60b12000lgn32ng43C0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76754, 106.693788",
,Holiday Inn Resort Ho Tram Beach,,4.8,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","Holiday Inn Resort Ho Tram Beach located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","Holiday Inn Resort Ho Tram Beach is a 5-star hotel in Phuoc Thuan. Rated 9.6/10 by 122 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is '2 Single Beds Standard' with 2 single beds. Great stay!|Clean pool",Great stay!|Clean pool,~₫2200000/night (approx. $88),https://ak-d.tripcdn.com/images/02019120009is89nk4DFA_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.48656, 107.45427",Great stay!|Clean pool
,Cozy Nest by Henry - River Gate Apartment,,5.0,"151-155 Ben Van Don, Ward Khanh Hoi","Cozy Nest by Henry - River Gate Apartment located at 151-155 Ben Van Don, Ward Khanh Hoi",Cozy Nest by Henry - River Gate Apartment is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 6 reviews. Guests praise its location near Near Vinh Khanh Food Street | Bach Dang Riverside. The most popular room is 'Deluxe River View Studio' with 1 queen bed. ,,~₫800000/night (approx. $32),https://ak-d.tripcdn.com/images/0206w12000e7g1d4zD4B0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.761887, 106.699391",
,THE RICE HOTEL Gio Bien Rung Nui 180 - 190 Bui Vien,,4.8,"180 - 184 - 186 - 188 - 190 Bui Vien, Pham Ngu Lao Ward","THE RICE HOTEL Gio Bien Rung Nui 180 - 190 Bui Vien located at 180 - 184 - 186 - 188 - 190 Bui Vien, Pham Ngu Lao Ward",THE RICE HOTEL Gio Bien Rung Nui 180 - 190 Bui Vien is a 3-star hotel in Ho Chi Minh City. Rated 9.7/10 by 2 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Standard Double Bed - Aircon/Hot Shower/Daily Housekeeping' with 1 double bed. ,,~₫475000/night (approx. $19),https://ak-d.tripcdn.com/images/1mc4h12000o4xs6sh025B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.766567, 106.691962",
,Hotel Majestic Saigon,,4.6,1 Dong Khoi,Hotel Majestic Saigon located at 1 Dong Khoi,Hotel Majestic Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 395 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Century Deluxe River View Double' with 1 double bed or 2 single beds. Delicious breakfast|Clean pool,Delicious breakfast|Clean pool,~₫3000000/night (approx. $120),https://ak-d.tripcdn.com/images/22020g0000007x0oj5BDB_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772778, 106.706188",Delicious breakfast|Clean pool
,Alagon City Hotel & Spa,,4.3,56-58 Phạm Hồng Thái,Alagon City Hotel & Spa located at 56-58 Phạm Hồng Thái,Alagon City Hotel & Spa is a 4-star hotel in Ho Chi Minh City. Rated 8.6/10 by 575 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Family Suite - Free Happy Hour' with 2 double beds. Delicious breakfast|Great swimming pool,Delicious breakfast|Great swimming pool,~₫2150000/night (approx. $86),https://ak-d.tripcdn.com/images/1mc4q12000ci2j6usAE02_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.771561, 106.694358",Delicious breakfast|Great swimming pool
,Oakwood Residence Saigon,,4.5,1056A Nguyen Van Linh Street,Oakwood Residence Saigon located at 1056A Nguyen Van Linh Street,Oakwood Residence Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.1/10 by 664 reviews. Guests praise its location near Near Saigon Exhibition and Convention Center (SECC) | Phu My Hung. The most popular room is 'One Bedroom Deluxe' with 1 queen bed. Convenient for shopping|Great swimming pool,Convenient for shopping|Great swimming pool,~₫2850000/night (approx. $114),https://ak-d.tripcdn.com/images/200m10000000pa6sj571C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.730204, 106.70472",Convenient for shopping|Great swimming pool
,Collection O Sunrise Hotel Trung Son Near Lotte Mart,,4.3,"63 Street No 7, Trung Son Area","Collection O Sunrise Hotel Trung Son Near Lotte Mart located at 63 Street No 7, Trung Son Area",Collection O Sunrise Hotel Trung Son Near Lotte Mart is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 3 reviews. Guests praise its location near Near SC VivoCity. The most popular room is 'Standard Double Room' with 1 double bed. ,,~₫275000/night (approx. $11),https://ak-d.tripcdn.com/images/1mc3e12000n6hit9u17F7_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.732419, 106.690171",
,M Home Saigon,,5.0,"384/6 Le Van Sy, Ward 14","M Home Saigon located at 384/6 Le Van Sy, Ward 14",M Home Saigon is a 3-star hotel in Ho Chi Minh City. Rated 10.0/10 by 1 review. Guests praise its location near Near Saigon Train Station. The most popular room is 'Deluxe Double Room' with 1 queen bed. ,,~₫500000/night (approx. $20),https://ak-d.tripcdn.com/images/1mc1612000o6oo8l8EB18_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.788469, 106.677709",
,Venus Secret Hotel Aeon Bình Tân,,4.3,18A Le Dinh Can street,Venus Secret Hotel Aeon Bình Tân located at 18A Le Dinh Can street,Venus Secret Hotel Aeon Bình Tân is a 3-star hotel in Ho Chi Minh City. Rated 8.7/10 by 18 reviews. Guests praise its location near Near AEON MALL Binh Tan. The most popular room is 'Standard Room' with 1 queen bed. ,,~₫400000/night (approx. $16),https://ak-d.tripcdn.com/images/1mc0712000mh6qnar27A2_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.758258, 106.605964",
,Sheraton Saigon Grand Opera Hotel,,4.7,"88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel located at 88 Dong Khoi, Sai Gon Ward","Sheraton Saigon Grand Opera Hotel is a 5-star hotel in Ho Chi Minh City. Rated 9.3/10 by 476 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Guest Room, 1 King Bed' with 1 king bed. Delicious breakfast|Located downtown",Delicious breakfast|Located downtown,~₫4825000/night (approx. $193),https://ak-d.tripcdn.com/images/1mc3112000icibkvj724E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.775446, 106.703878",Delicious breakfast|Located downtown
,Fusion Original Saigon Centre,,4.5,"65 Đ. Lê Lợi, Street","Fusion Original Saigon Centre located at 65 Đ. Lê Lợi, Street",Fusion Original Saigon Centre is a 5-star hotel in Ho Chi Minh City. Rated 9.1/10 by 346 reviews. Guests praise its location near Near Saigon Japan Town | Ho Chi Minh City Centre. The most popular room is 'Original Twin Room' with 2 single beds. Great swimming pool|Clean pool,Great swimming pool|Clean pool,~₫5875000/night (approx. $235),https://ak-d.tripcdn.com/images/0205v120009heqwo3B4EF_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.773559, 106.701253",Great swimming pool|Clean pool
,Liberty Saigon Greenview Hotel - Ho Chi Minh City,,4.2,187  Phạm Ngũ Lão Street,Liberty Saigon Greenview Hotel - Ho Chi Minh City located at 187  Phạm Ngũ Lão Street,Liberty Saigon Greenview Hotel - Ho Chi Minh City is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 354 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Premier Deluxe Park View' with 1 queen bed or 2 single beds. Delicious breakfast|Great value for money,Delicious breakfast|Great value for money,~₫1025000/night (approx. $41),https://ak-d.tripcdn.com/images/200s190000017ik4vFC93_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768611, 106.693611",Delicious breakfast|Great value for money
,Liberty Central Saigon Riverside Hotel,,4.3,"17 Đ. Tôn Đức Thắng, Bến Nghé","Liberty Central Saigon Riverside Hotel located at 17 Đ. Tôn Đức Thắng, Bến Nghé",Liberty Central Saigon Riverside Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 336 reviews. Guests praise its location near Near Saigon Japan Town | Nguyen Hue Walking Street. The most popular room is 'Executive Room' with 1 king bed or 2 single beds. Great swimming pool|Clean pool,Great swimming pool|Clean pool,~₫5150000/night (approx. $206),https://ak-d.tripcdn.com/images/220p0g0000007woueA956_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.774102, 106.706214",Great swimming pool|Clean pool
,Chao Nest - Saigon Vinhomes Central Apartment,,4.8,"208 Nguyen Huu Canh Street, Ward 22","Chao Nest - Saigon Vinhomes Central Apartment located at 208 Nguyen Huu Canh Street, Ward 22",Chao Nest - Saigon Vinhomes Central Apartment is a 3-star hotel in Ho Chi Minh City. Rated 9.6/10 by 25 reviews. Guests praise its location near Near Landmark 81 Sky View Observatory | Vinhomes Central Park. The most popular room is '1 Bed Room Apartment With Bathtub' with 1 king bed. ,,~₫925000/night (approx. $37),https://ak-d.tripcdn.com/images/1mc4y12000kyfindqE11C_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.793896, 106.721896",
,JW Marriott Hotel & Suites Saigon,,4.6,"Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon located at Corner Hai Ba Trung Street & Le Duan Boulevard, Ben Nghe Ward","JW Marriott Hotel & Suites Saigon is a 5-star hotel in Ho Chi Minh City. Rated 9.2/10 by 199 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Guest Room, 2 Twin' with 2 single beds. Great location|Great stay!",Great location|Great stay!,~₫6625000/night (approx. $265),https://ak-d.tripcdn.com/images/0223312000h04end9BCB9_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.780941, 106.700568",Great location|Great stay!
,MEANDER Saigon,,4.7,"3b Ly Tu Trong Street, Ben Nghe Ward","MEANDER Saigon located at 3b Ly Tu Trong Street, Ben Nghe Ward",MEANDER Saigon is a 2-star hotel in Ho Chi Minh City. Rated 9.4/10 by 243 reviews. Guests praise its location near Near Saigon Japan Town | Le Thanh Ton. The most popular room is 'Studio Double Room City View' with 1 queen bed. Great location|Great for business trips,Great location|Great for business trips,~₫1700000/night (approx. $68),https://ak-d.tripcdn.com/images/0221s120009zua3tq035B_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.782483, 106.705262",Great location|Great for business trips
,Bluesky Serviced Apartment Airport Plaza,,4.5,01 Bach Dang,Bluesky Serviced Apartment Airport Plaza located at 01 Bach Dang,Bluesky Serviced Apartment Airport Plaza is a 4-star hotel in Ho Chi Minh City. Rated 9.0/10 by 400 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'One Bedroom Apartment' with 1 queen bed. Convenient location|Close to airport,Convenient location|Close to airport,~₫925000/night (approx. $37),https://ak-d.tripcdn.com/images/0585712000cyaa5yiBE56_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.81527, 106.66699",Convenient location|Close to airport
,Ngan Le Mot Dem Hotel,,4.6,"16 duong so 7, khu dan cu Trung Son, xa Binh Hung","Ngan Le Mot Dem Hotel located at 16 duong so 7, khu dan cu Trung Son, xa Binh Hung",Ngan Le Mot Dem Hotel is a 3-star hotel in Ho Chi Minh City. Rated 9.2/10 by 71 reviews. Guests praise its location near Near SC VivoCity. The most popular room is 'Superior King Room' with 1 king bed. Great service|Great rooms,Great service|Great rooms,~₫775000/night (approx. $31),https://ak-d.tripcdn.com/images/1mc1q12000h3vrpct62DC_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.73884, 106.691054",Great service|Great rooms
,Hotel des Arts Saigon Mgallery Collection,,4.8,76-78 Nguyen Thi Minh Khai St,Hotel des Arts Saigon Mgallery Collection located at 76-78 Nguyen Thi Minh Khai St,"Hotel des Arts Saigon Mgallery Collection is a 5-star hotel in Ho Chi Minh City. Rated 9.5/10 by 138 reviews. Guests praise its location near Near Saigon Japan Town. The most popular room is 'Deluxe Room, 2 Single Size Beds, City View' with 2 single beds. Great location|Delicious breakfast",Great location|Delicious breakfast,~₫4875000/night (approx. $195),https://ak-d.tripcdn.com/images/220m1e000001f2nvh2D90_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.782369, 106.697302",Great location|Delicious breakfast
,Your Homes River Gate Premium,,4.7,151 Đường Bến Vân Đồn,Your Homes River Gate Premium located at 151 Đường Bến Vân Đồn,Your Homes River Gate Premium is a 4-star hotel in Ho Chi Minh City. Rated 9.3/10 by 108 reviews. Guests praise its location near Near Pham Ngu Lao | Bach Dang Riverside. The most popular room is 'Studio Superior' with 1 king bed. Great stay!|Great location,Great stay!|Great location,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/0204812000c3sv39v2654_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.76198, 106.69936",Great stay!|Great location
,Cap Town Hotel,,4.4,"30 Đ. Lê Anh Xuân, Ward","Cap Town Hotel located at 30 Đ. Lê Anh Xuân, Ward",Cap Town Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.8/10 by 54 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Deluxe City View' with 1 queen bed. Great location|Great stay!,Great location|Great stay!,~₫925000/night (approx. $37),https://ak-d.tripcdn.com/images/1mc2512000ff6jeecB148_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.772054, 106.695208",Great location|Great stay!
,The Moon 3 Hotel,,4.8,102 Duong Vanh Dai Trong,The Moon 3 Hotel located at 102 Duong Vanh Dai Trong,The Moon 3 Hotel is a 3-star hotel in Ho Chi Minh City. Rated 9.6/10 by 6 reviews. Guests praise its location near Near AEON MALL Binh Tan. The most popular room is 'Deluxe Double Room' with 1 double bed. ,,~₫900000/night (approx. $36),https://ak-d.tripcdn.com/images/1mc0z12000jo30wrfDFD1_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.744779, 106.615431",
,Amory Hotel Saigon Center,,4.0,"382/1 Nguyen Thi Minh Khai, Ward 5","Amory Hotel Saigon Center located at 382/1 Nguyen Thi Minh Khai, Ward 5",Amory Hotel Saigon Center is a 3-star hotel in Ho Chi Minh City. Rated 8.1/10 by 79 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Double With Bathtub' with 1 queen bed. Great stay!|Great service,Great stay!|Great service,~₫575000/night (approx. $23),https://ak-d.tripcdn.com/images/1mc5s12000mt6rjg64B1E_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.7721, 106.6876",Great stay!|Great service
,Gia Hoa Airport Hotel,,4.2,4 Hau Giang,Gia Hoa Airport Hotel located at 4 Hau Giang,Gia Hoa Airport Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.3/10 by 172 reviews. Guests praise its location near Near Tan Son Nhat International Airport | Tan Son Nhat Airport Area. The most popular room is 'Superior Double Room' with 1 queen bed. Close to airport|Convenient location,Close to airport|Convenient location,~₫375000/night (approx. $15),https://ak-d.tripcdn.com/images/1mc3s12000fgu5ry156A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.80773, 106.663639",Close to airport|Convenient location
,InterContinental Grand Ho Tram,,4.7,"Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram located at Ho Tram Hamlet, Ho Tram Commune, Ho Chi Minh City","InterContinental Grand Ho Tram is a 5-star hotel in Phuoc Thuan. Rated 9.3/10 by 90 reviews. Guests praise its location near Near Ho Tram Beach, Phuoc Thuan. The most popular room is 'Classic King Room - Non-Smoking' with 1 king bed. Great stay!|Great service",Great stay!|Great service,~₫2475000/night (approx. $99),https://ak-d.tripcdn.com/images/0225b120009c6vqxq46A4_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.486559, 107.454275",Great stay!|Great service
,Ben Thanh Luxury Suite Hotel,,4.5,108 Ly Tu Trong,Ben Thanh Luxury Suite Hotel located at 108 Ly Tu Trong,Ben Thanh Luxury Suite Hotel is a 2-star hotel in Ho Chi Minh City. Rated 9.1/10 by 67 reviews. Guests praise its location near Near Pham Ngu Lao. The most popular room is 'Deluxe Queen Room' with 1 king bed. Clean and tidy|Great stay!,Clean and tidy|Great stay!,~₫875000/night (approx. $35),https://ak-d.tripcdn.com/images/1mc3112000g9gsmdv21B0_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.774166, 106.697209",Clean and tidy|Great stay!
,Eden Garden Hotel,,4.2,28/12 Bui Vien,Eden Garden Hotel located at 28/12 Bui Vien,Eden Garden Hotel is a 3-star hotel in Ho Chi Minh City. Rated 8.4/10 by 107 reviews. Guests praise its location near Near Pham Ngu Lao | Pham Ngu Lao Street Area. The most popular room is 'Deluxe Double Room Non smoking' with 1 queen bed. Great location|Convenient location,Great location|Convenient location,~₫675000/night (approx. $27),https://ak-d.tripcdn.com/images/1mc4p12000c49htsnC9DE_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.768205, 106.694588",Great location|Convenient location
,Amory Hotel Ben Thanh,,4.2,"88 Le Lai, Ben Thanh ward","Amory Hotel Ben Thanh located at 88 Le Lai, Ben Thanh ward",Amory Hotel Ben Thanh is a 3-star hotel in Ho Chi Minh City. Rated 8.5/10 by 209 reviews. Guests praise its location near Near Pham Ngu Lao | Ho Chi Minh City Centre. The most popular room is 'Superior Double Room' with 1 queen bed. Great stay!|Convenient location,Great stay!|Convenient location,~₫800000/night (approx. $32),https://ak-d.tripcdn.com/images/1mc0c12000g76aq9kBF13_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.770168, 106.693634",Great stay!|Convenient location
,Cochin Sang Hotel,,4.3,28-30 NGUYEN AN NINH STREET,Cochin Sang Hotel located at 28-30 NGUYEN AN NINH STREET,Cochin Sang Hotel is a 4-star hotel in Ho Chi Minh City. Rated 8.7/10 by 271 reviews. Guests praise its location near Near Pham Ngu Lao | Ben Thanh Market Area. The most popular room is 'Viennot Double Room' with 1 king bed. Delicious breakfast|Clean pool,Delicious breakfast|Clean pool,~₫1300000/night (approx. $52),https://ak-d.tripcdn.com/images/0201m120009ndpijhEE34_R_600_600_R5_D.jpg_.webp,0:00,23:59,"10.771924, 106.696964",Delicious breakfast|Clean pool
